doc_content|doc_title|doc_url|doc_key|doc_date|doc_year|doc_lang|doc_tdmcat|doc_srccat
Background/Aims: Gene network analysis can be a very valuable approach for elucidating complex dependence between functional SNPs in a candidate genetic pathway and for assessing their association with a disease of interest. Even when the number of SNPs evaluated is relatively small (&lt;20), the number of potential gene networks induced by the SNPs can be very large and the contingency tables representing their joint distribution very sparse. Methods: In this paper, we propose a Bayesian model determination for gene network analysis using decomposable discrete graphical models combined with Reversible Jump Markov chain Monte Carlo. We show the application of this approach in a study of 13 SNPs in the DNA repair pathway and their association with breast cancer from a case-control study conducted in Ontario, Canada. Results: The strength of associations among the SNPs and between the SNPs and the disease status is evaluated by computing the posterior probability of any pair of variables. The corresponding gene network is reconstructed by retaining pair-wise associations with the highest posterior probabilities. In our real data analysis, we found evidence for a particular association between one SNP in the gene POLL and the disease status and also several interesting patterns of association between the SNPs themselves. Conclusion: This general statistical framework could serve as a basis for prioritizing genes and SNPs that play a major role in breast cancer etiology and to better understand their complex interactions in a specific genetic pathway.|Inferring Gene Network from Candidate SNP Association Studies Using a Bayesian Graphical Model|http://www.jstor.org/stable/48513754|48513754|2014-01-01|2014|['eng']|['Applied sciences - Engineering']|['Science & Mathematics', 'Biological Sciences', 'Medicine & Allied Health', 'Health Sciences']
Models for multiple-test screening data generally require the assumption that the tests are independent conditional on disease state. This assumption may be unreasonable, especially when the biological basis of the tests is the same. We propose a model that allows for correlation between two diagnostic test results. Since models that incorporate test correlation involve more parameters than can be estimated with the available data, posterior inferences will depend more heavily on prior distributions, even with large sample sizes. If we have reasonably accurate information about one of the two screening tests (perhaps the standard currently used test) or the prevalences of the populations tested, accurate inferences about all the parameters, including the test correlation, are possible. We present a model for evaluating dependent diagnostic tests and analyse real and simulated data sets. Our analysis shows that, when the tests are correlated, a model that assumes conditional independence can perform very poorly. We recommend that, if the tests are only moderately accurate and measure the same biological responses, researchers use the dependence model for their analyses.|Correlation-Adjusted Estimation of Sensitivity and Specificity of Two Diagnostic Tests|http://www.jstor.org/stable/3592632|3592632|2003-01-01|2003|['eng']|['Applied sciences - Engineering']|['Science & Mathematics', 'Statistics']
Over recent years, the use of homogeneous Gibbs prior models in image processing has become widely accepted. There has been, however, much discussion over precisely which models are most appropriate. For most applications, the simplest Gaussian model tends to oversmooth reconstructions, so it has been rejected in favor of various edge-preserving alternatives. We claim that the problem is not with the Gaussian family, but rather with the assumption of homogeneity. In this article we propose an inhomogeneous Gaussian random field as a general prior model for many image-processing applications. The simplicity of the Gaussian model allows rapid calculation, and the flexibility of the spatially varying prior parameter allows varying degrees of spatial smoothing. This approach is in the spirit of adaptive kernel density methods where only the choice of the variable window width is important. The analysis of real single-photon emission computed tomography data is used to illustrate the methods, and simulated data are used to demonstrate that the proposed procedures lead to more accurate reconstruction than edge-preserving homogeneous alternatives. The inhomogeneous model allows greater flexibility; small features are not masked by the smoothing, and constant regions obtain sufficient smoothing to remove the effects of noise.|Inhomogeneous Prior Models for Image Reconstruction|http://www.jstor.org/stable/2670008|2670008|1999-09-01|1999|['eng']|['Mathematics - Applied mathematics', 'Mathematics - Mathematical objects']|['Science & Mathematics', 'Statistics']
This article proposes new Bayesian models for software reliability based on a piecewise constant failure rate. A martingale process prior is assumed on the failure rate. Three different hyperprior models on the martingale process are considered. The first two models assume that the conditional variance is dependent on the mean, whereas the third model assumes constant conditional variance. Markov chain sampling-based posterior analysis and prequential predictions are developed for these models and are illustrated in a software failure dataset. In addition, model comparison is studied via the Bayes factor criterion. General techniques are described for estimating the marginal likelihood of the proposed models as well as of many existing software reliability models, and these are illustrated in two datasets.|Bayesian Software Reliability Models Based on Martingale Processes|http://www.jstor.org/stable/25047012|25047012|2003-05-01|2003|['eng']|['Applied sciences - Engineering']|['Science & Mathematics', 'Statistics']
Many hormones are secreted in pulses. The pulsatile relationship between hormones regulates many biological processes. To understand endocrine system regulation, time series of hormone concentrations are collected. The goal is to characterize pulsatile patterns and associations between hormones. Currently each hormone on each subject is fitted univariately. This leads to estimates of the number of pulses and estimates of the amount of hormone secreted; however, when the signal-to-noise ratio is small, pulse detection and parameter estimation remains difficult with existing approaches. In this article, we present a bivariate deconvolution model of pulsatile hormone data focusing on incorporating pulsatile associations. Through simulation, we exhibit that using the underlying pulsatile association between two hormones improves the estimation of the number of pulses and the other parameters defining each hormone. We develop the one-to-one, driver-response case and show how birth-death Markov chain Monte Carlo can be used for estimation. We exhibit these features through a simulation study and apply the method to luteinizing and follicle stimulating hormones.|A Bayesian Approach to Modeling Associations between Pulsatile Hormones|http://www.jstor.org/stable/25502329|25502329|2009-06-01|2009|['eng']|['Biological sciences - Biology']|['Science & Mathematics', 'Statistics']
We model the baseline distribution in the accelerated failure-time (AFT) model as a mixture of Dirichlet processes for interval-censored data. This mixture is distinct from Dirichlet process mixtures, and can be viewed as a simple extension of existing parametric models, which we believe is an advantage in the practical modeling of data. We introduce a novel MCMC scheme for the purpose of making posterior inferences for the AFT regression model and illustrate our methods with several real examples.|A Bayesian Semiparametric AFT Model for Interval-Censored Data|http://www.jstor.org/stable/1391180|1391180|2004-06-01|2004|['eng']|['Mathematics - Applied mathematics']|['Science & Mathematics', 'Computer Science', 'Statistics']
State space models are considered for observations which have non-Gaussian distributions. We obtain accurate approximations to the loglikelihood for such models by Monte Carlo simulation. Devices are introduced which improve the accuracy of the approximations and which increase computational efficiency. The loglikelihood function is maximised numerically to obtain estimates of the unknown hyperparameters. Standard errors of the estimates due to simulation are calculated. Details are given for the important special cases where the observations come from an exponential family distribution and where the observation equation is linear but the observation errors are non-Gaussian. The techniques are illustrated with a series for which the observations have a Poisson distribution and a series for which the observation have a t-distribution.|Monte Carlo Maximum Likelihood Estimation for Non-Gaussian State Space Models|http://www.jstor.org/stable/2337587|2337587|1997-09-01|1997|['eng']|['Mathematics - Mathematical analysis', 'Mathematics - Applied mathematics']|['Science & Mathematics', 'Statistics']
Many biomedical studios collect data on times occurrence for a health event that can occur repeatedly, such as infection, hospitalization, recurrence of disease, or tumor onset. To analyze such data, it is necessary to account for within-subject dependency in the multiple event times. Motivated by data from studies of palpable tumors, this article proposes a dynamic frailty model and Bayesian semiparametric approach to inference. The widely used shared frailty proportional hazards model is generalized to allow subject-specific frailties to change dynamically with age while also accommodating nonproportional hazards. Parametric assumptions on the frailty distribution are avoided by using Dirichlet process priors for a shared frailty and for multiplicative innovations on this frailty. By centering the semiparametric model on a conditionally conjugate dynamic gamma model, we facilitate posterior computation and lack-of-fit assessments of the parametric model. Our proposed method is demonstrated using data from a cancer chemoprevention study.|Bayesian Semiparametric Dynamic Frailty Models for Multiple Event Time Data|http://www.jstor.org/stable/4124525|4124525|2006-12-01|2006|['eng']|['Applied sciences - Engineering']|['Science & Mathematics', 'Statistics']
Functional data are increasingly encountered in scientific studies, and their high dimensionality and complexity lead to many analytical challenges. Various methods for functional data analysis have been developed, including functional response regression methods that involve regression of a functional response on univariate/multivariate predictors with nonparametrically represented functional coefficients. In existing methods, however, the functional regression can be sensitive to outlying curves and outlying regions of curves, so is not robust. In this article, we introduce a new Bayesian method, robust functional mixed models (R-FMM), for performing robust functional regression within the general functional mixed model framework, which includes multiple continuous or categorical predictors and random effect functions accommodating potential between-function correlation induced by the experimental design. The underlying model involves a hierarchical scale mixture model for the fixed effects, random effect, and residual error functions. These modeling assumptions across curves result in robust nonparametric estimators of the fixed and random effect functions which down-weight outlying curves and regions of curves, and produce statistics that can be used to flag global and local outliers. These assumptions also lead to distributions across wavelet coefficients that have outstanding sparsity and adaptive shrinkage properties, with great flexibility for the data to determine the sparsity and the heaviness of the tails. Together with the down-weighting of outliers, these within-curve properties lead to fixed and random effect function estimates that appear in our simulations to be remarkably adaptive in their ability to remove spurious features yet retain true features of the functions. We have developed general code to implement this fully Bayesian method that is automatic, requiring the user to only provide the functional data and design matrices. It is efficient enough to handle large datasets, and yields posterior samples of all model parameters that can be used to perform desired Bayesian estimation and inference. Although we present details for a specific implementation of the R-FMM using specific distributional choices in the hierarchical model, 1D functions, and wavelet transforms, the method can be applied more generally using other heavy-tailed distributions, higher dimensional functions (e.g., images), and using other invertible transformations as alternatives to wavelets. Supplementary materials for this article are available online.|Robust, Adaptive Functional Regression in Functional Mixed Model Framework|http://www.jstor.org/stable/23427582|23427582|2011-09-01|2011|['eng']|['Mathematics - Applied mathematics']|['Science & Mathematics', 'Statistics']
A multivariate structural time series model made up of unobserved components such as trends and seasonals is formulated. A homogeneous system, in which any linear combination of the observations follows the same time series process, is shown to correspond to a multivariate structural model in which the covariance matrices of the disturbances are proportional. A homogeneous model is considerably easier to estimate than the more general model and a score test of homogeneity can be constructed in the frequency domain. The finite-sample properties of this test are evaluated in a series of Monte Carlo experiments. Finally, a test of serial correlation for use in homogeneous systems is described.|Seemingly Unrelated Time Series Equations and a Test for Homogeneity|http://www.jstor.org/stable/1391754|1391754|1990-01-01|1990|['eng']|['Mathematics - Mathematical objects']|['Business & Economics', 'Science & Mathematics', 'Business', 'Economics', 'Statistics']
There has been no attention to circular (purely cyclical) data in political science research. We show that such data exist and are mishandled by models that do not take into account the inherently recycling nature of some phenomenon. Clock and calendar effects are the obvious cases, but directional data are observed as well. We describe a standard maximum likelihood regression modeling framework based on the von Mises distribution, then develop a general Bayesian regression procedure for the first time, providing an easy-to-use Metropolis-Hastings sampler for this approach. Applications include a chronographic analysis of U.S. domestic terrorism and directional party preferences in a two-dimensional ideological space for German Bundestag elections. The results demonstrate the importance of circular models to handle periodic and directional data in political science.|Circular Data in Political Science and How to Handle It|http://www.jstor.org/stable/25792015|25792015|2010-07-01|2010|['eng']|['Information science - Informetrics']|['Political Science', 'Social Sciences']
We consider the problem of speaker diarization, the problem of segmenting an audio recording of a meeting into temporal segments corresponding to individual speakers. The problem is rendered particularly difficult by the fact that we are not allowed to assume knowledge of the number of people participating in the meeting. To address this problem, we take a Bayesian nonparametric approach to speaker diarization that builds on the hierarchical Dirichlet process hidden Markov model (HDP-HMM) of Teh et al. [J. Amer. Statist. Assoc. 101 (2006) 1566-1581]. Although the basic HDP-HMM tends to over-segment the audio data—creating redundant states and rapidly switching among them—we describe an augmented HDP-HMM that provides effective control over the switching rate. We also show that this augmentation makes it possible to treat emission distributions nonparametrically. To scale the resulting architecture to realistic diarization problems, we develop a sampling algorithm that employs a truncated approximation of the Dirichlet process to jointly resample the full state sequence, greatly improving mixing rates. Working with a benchmark NIST data set, we show that our Bayesian nonparametric architecture yields state-of-the-art speaker diarization results.|A STICKY HDP-HMM WITH APPLICATION TO SPEAKER DIARIZATION|http://www.jstor.org/stable/23024915|23024915|2011-06-01|2011|['eng']|['Applied sciences - Engineering']|['Mathematics', 'Science & Mathematics', 'Statistics']
This article introduces a new model of trend inflation. In contrast to many earlier approaches, which allow for trend inflation to evolve according to a random walk, ours is a bounded model which ensures that trend inflation is constrained to lie in an interval. The bounds of this interval can either be fixed or estimated from the data. Our model also allows for a time-varying degree of persistence in the transitory component of inflation. In an empirical exercise with CPI inflation, we find the model to work well, yielding more sensible measures of trend inflation and forecasting better than popular alternatives such as the unobserved components stochastic volatility model. This article has supplementary materials online.|A New Model of Trend Inflation|http://www.jstor.org/stable/41810022|41810022|2013-01-01|2013|['eng']|['Physical sciences - Astronomy']|['Business', 'Business & Economics Collection', 'Economics', 'Science and Mathematics', 'Statistics']
This study investigates the pattern of knowledge spillovers arising from patent activity between European regions. A Bayesian hierarchical model is developed that specifies region-specific latent effects parameters modeled using a connectivity structure between regions that can reflect geographical proximity in conjunction with technological and other types of proximity. This approach exploits the fact that interregional relationships may exhibit industry-specific technological linkages or transportation network linkages, which is in contrast to traditional studies relying exclusively on geographical proximity. We also allow for both symmetric and asymmetric knowledge spillovers between regions, and for heterogeneity across the regional sample. A series of formal Bayesian model comparisons provides support for a model based on technological proximity combined with spatial proximity, asymmetric knowledge spillovers, and heterogeneity in the disturbances. Estimates of region-specific latent effects parameters structured in this fashion are produced by the model and used to draw inferences regarding the character of knowledge spillovers across the regions. The method is illustrated using sample data on patent activity covering 323 regions in nine European countries.|Using the Variance Structure of the Conditional Autoregressive Spatial Specification to Model Knowledge Spillovers|http://www.jstor.org/stable/25144543|25144543|2008-03-01|2008|['eng']|['Applied sciences - Engineering']|['Business & Economics', 'Business', 'Economics']
Collaborative filtering algorithms learn from the ratings of a group of users on a set of items to find personalized recommendations for each user. Traditionally they have been designed to work with one-dimensional ratings. With interest growing in recommendations based on multiple aspects of items, we present an algorithm for using multicomponent rating data. The presented mixture model-based algorithm uses the component rating dependency structure discovered by a structure learning algorithm. The structure is supported by the psychometric literature on the halo effect. This algorithm is compared with a set of model-based and instance-based algorithms for single-component ratings and their variations for multicomponent ratings. We evaluate the algorithms using data from Yahoo! Movies. Use of multiple components leads to significant improvements in recommendations. However, we find that the choice of algorithm depends on the sparsity of the training data. It also depends on whether the task of the algorithm is to accurately predict ratings or to retrieve relevant items. In our experiments a model-based multicomponent rating algorithm is able to better retrieve items when training data are sparse. However, if the training data are not sparse, or if we are trying to predict the rating values accurately, then the instance-based multicomponent rating collaborative filtering algorithms perform better. Beyond generating recommendations we show that the proposed model can fill in missing rating components. Theories in psychometric literature and the empirical evidence suggest that rating specific aspects of a subject is difficult. Hence, filling in the missing component values leads to the possibility of a rater support system to facilitate gathering of multicomponent ratings.|Research Note: The Halo Effect in Multicomponent Ratings and Its Implications for Recommender Systems: The Case of Yahoo! Movies|http://www.jstor.org/stable/23207883|23207883|2012-03-01|2012|['eng']|['Applied sciences - Engineering', 'Information science - Data products']|['Business', 'Business & Economics Collection']
The paper develops mixture models for spatially indexed data. We confine attention to the case of finite, typically irregular, patterns of points or regions with prescribed spatial relationships, and to problems where it is only the weights in the mixture that vary from one location to another. Our specific focus is on Poisson-distributed data, and applications in disease mapping. We work in a Bayesian framework, with the Poisson parameters drawn from gamma priors, and an unknown number of components. We propose two alternative models for spatially dependent weights, based on transformations of autoregressive Gaussian processes: in one (the logistic normal model), the mixture component labels are exchangeable; in the other (the grouped continuous model), they are ordered. Reversible jump Markov chain Monte Carlo algorithms for posterior inference are developed. Finally, the performances of both of these formulations are examined on synthetic data and real data on mortality from a rare disease.|Modelling Spatially Correlated Data via Mixtures: A Bayesian Approach|http://www.jstor.org/stable/3088815|3088815|2002-01-01|2002|['eng']|['Mathematics - Mathematical logic']|['Science & Mathematics', 'Statistics']
Recent studies have shown that grassland birds are declining more rapidly than any other group of terrestrial birds. Current methods of estimating avian age-specific nest survival rates require knowing the ages of nests, assuming homogeneous nests in terms of nest survival rates, or treating the hazard function as a piecewise step function. In this article, we propose a Bayesian hierarchical model with nest-specific covariates to estimate age-specific daily survival probabilities without the above requirements. The model provides a smooth estimate of the nest survival curve and identifies the factors that are related to the nest survival. The model can handle irregular visiting schedules and it has the least restrictive assumptions compared to existing methods. Without assuming proportional hazards, we use a multinomial semiparametric logit model to specify a direct relation between age-specific nest failure probability and nest-specific covariates. An intrinsic autoregressive prior is employed for the nest age effect. This nonparametric prior provides a more flexible alternative to the parametric assumptions. The Bayesian computation is efficient because the full conditional posterior distributions either have closed forms or are log concave. We use the method to analyze a Missouri dickcissel dataset and find that (1) nest survival is not homogeneous during the nesting period, and it reaches its lowest at the transition from incubation to nestling; and (2) nest survival is related to grass cover and vegetation height in the study area.|Modeling Age and Nest-Specific Survival Using a Hierarchical Bayesian Approach|http://www.jstor.org/stable/20640625|20640625|2009-12-01|2009|['eng']|['Applied sciences - Engineering', 'Biological sciences - Paleontology']|['Science & Mathematics', 'Statistics']
The analysis of genomics alterations that may occur in nature when segments of chromosomes are copied (known as copy number alterations) has been a focus of research to identify genetic markers of cancer. One high throughput technique that has recently been adopted is the use of molecular inversion probes to measure probe copy number changes. The resulting data consist of high dimensional copy number profiles that can be used to ascertain probe-specific copy number alterations in correlative studies with patient outcomes to guide risk stratification and future treatment. We propose a novel Bayesian variable selection method, the hierarchical structured variable selection method, which accounts for the natural gene and probe-within-gene architecture to identify important genes and probes associated with clinically relevant outcomes. We propose the hierarchical structured variable selection model for grouped variable selection, where simultaneous selection of both groups and within-group variables is of interest. The hierarchical structured variable selection model utilizes a discrete mixture prior distribution for group selection and group-specific Bayesian lasso hierarchies for variable selection within groups. We provide methods for accounting for serial correlations within groups that incorporate Bayesian fused lasso methods for within-group selection. Through simulations we establish that our method results in lower model errors than other methods when a natural grouping structure exists. We apply our method to a molecular inversion probe study of breast cancer and show that it identifies genes and probes that are significantly associated with clinically relevant subtypes of breast cancer.|Bayesian hierarchical structured variable selection methods with application to molecular inversion probe studies in breast cancer|http://www.jstor.org/stable/24771488|24771488|2014-08-01|2014|['eng']|['Biological sciences - Biology']|['Science & Mathematics', 'Statistics']
DNA microarrays in conjunction with statistical models may help gain a deeper understanding of the molecular basis for specific diseases. An intense area of research is concerned with the identification of genes related to particular phenotypes. The technology, however, is subject to various sources of error that may lead to expression readings that are substantially different from the true transcript levels. Few methods for microarray data analysis have accounted for measurement error in a substantial way and that is the purpose of this investigation. We describe a Bayesian error-in-variable model for the analysis of microarray data from a clinical study of patients with acute lymphoblastic leukemia. We focus in particular on the problem of identifying genes whose expression patterns are associated with duration of remission. This is a question of great practical interest since relapse is a major concern in the treatment of this disease. We explore the effects of ignoring the uncertainty in the expression estimates on the selection and ranking of genes.|Bayesian Error-in-Variable Survival Model for the Analysis of GeneChip Arrays|http://www.jstor.org/stable/3695969|3695969|2005-06-01|2005|['eng']|['Applied sciences - Engineering']|['Science & Mathematics', 'Statistics']
"A set of unknown normal means (treatment effects, say) {θ1, θ2, ..., θk} is to be investigated. Two common questions in analysis of variance and ranking and selection are as follows: (a) What is the strength of evidence against the hypothesis H0 of equality of means? (b) If H0 is false, which mean is the largest (or smallest)? A Bayesian approach to the problem is taken, leading to calculation of the posterior probability of H0 and the posterior probability that each mean is the largest, conditional on H0 being false. A variety of exchangeable, nonexchangeable, informative, and noninformative prior assumptions are considered. Calculations involve, at worst, only low-dimensional numerical integration, in spite of the fact that the dimension k can be arbitrarily large. As an example, Table 1 presents, for each baseball team in the National League in 1984, the highest batting average obtained by any player on the team with at least 150 at bats. The observed batting averages are treated as sample proportions from binomial distributions with parameters θi = true probability of getting a hit for the given player, and it is desired to select the best hitter from the group, namely the player with the largest θi. Calculated, using a Bayesian model of exchangeability for the θi, are quantities such as the posterior probabilities that each θi is the largest. Such posterior probabilities give very easy to understand and useful measures to assist in selection and ranking. Of substantial interest is that, in unbalanced examples such as the baseball example (the players all had different numbers of ""at bats,"" and hence different variances), it need not be the case that the treatment with the largest sample mean is judged to have the largest true mean. Thus Player 1's observed batting average was higher than that of Player 2, but Player 2 had a substantially smaller variance and was determined (by the hierarchical Bayes method) to have a larger probability of being the best true hitter. An interesting sidelight to the development is the presentation of a closed-form solution for testing H0: θ1 = θ2 versus $H_1: \theta_1 &lt; \theta_2$ versus $H_2: \theta_1 &gt; \theta_2$, when the treatments are judged to be a priori exchangeable."|A Bayesian Approach to Ranking and Selection of Related Means With Alternatives to Analysis-of-Variance Methodology|http://www.jstor.org/stable/2288851|2288851|1988-06-01|1988|['eng']|['Mathematics - Mathematical logic']|['Science & Mathematics', 'Statistics']
PNAS article classification is rooted in long-standing disciplinary divisions that do not necessarily reflect the structure of modern scientific research. We reevaluate that structure using latent pattern models from statistical machine learning, also known as mixed-membership models, that identify semantic structure in co-occurrence of words in the abstracts and references. Our findings suggest that the latent dimensionality of patterns underlying PNAS research articles in the Biological Sciences is only slightly larger than the number of categories currently in use, but it differs substantially in the content of the categories. Further, the number of articles that are listed under multiple categories is only a small fraction of what it should be. These findings together with the sensitivity analyses suggest ways to reconceptualize the organization of papers published in PNAS.|Reconceptualizing the classification of PNAS articles|http://www.jstor.org/stable/25756804|25756804|2010-12-07|2010|['eng']|['Applied sciences - Engineering']|['Science & Mathematics', 'Biological Sciences', 'General Science']
We address the problem of selecting which variables should be included in the fixed and random components of logistic mixed effects models for correlated data. A fully Bayesian variable selection is implemented using a stochastic search Gibbs sampler to estimate the exact model-averaged posterior distribution. This approach automatically identifies subsets of predictors having nonzero fixed effect coefficients or nonzero random effects variance, while allowing uncertainty in the model selection process. Default priors are proposed for the variance components and an efficient parameter expansion Gibbs sampler is developed for posterior computation. The approach is illustrated using simulated data and an epidemiologic example.|Fixed and Random Effects Selection in Linear and Logistic Models|http://www.jstor.org/stable/4541400|4541400|2007-09-01|2007|['eng']|['Applied sciences - Engineering', 'Mathematics - Mathematical logic']|['Science & Mathematics', 'Statistics']
ABSTRACT: Resource selection studies often use analytical techniques that provide information at either a population or an individual level. We applied a Bayesian hierarchical model that simultaneously estimates population- and individual-level habitat selection to explore how varying levels of dietary specialisation affect resource requirements of 2 species of sea snakes that occupy the same coastal environment. We used passive acoustic telemetry to monitor the movements of the 2 species—a dietary generalist, Hydrophis (Lapemis) curtus, and a dietary specialist, H. elegans— and investigated how individuals select habitats based on habitat type, depth and proximity to sources of freshwater within a nearshore environment. Composition of diets in both species was also assessed using regurgitated material from captured individuals. Selection of habitats by the 2 species differed, with H. elegans displaying an affinity for mudflat and seagrass habitats &lt;4 km from sources of freshwater and depths &lt;3 m. H. curtus selected for slightly deeper seagrass habitats (1–4 m) further from freshwater sources (2–5 km). Data from regurgitated material showed that the diet of H. curtus comprised at least 4 families of fish and displayed some level of intraspecific predation, whereas H. elegans preyed solely on eels. Both species predominantly selected seagrass areas, indicating that these habitats provide key resources for sea snakes within nearshore environments. The results illustrated the utility of Bayesian hierarchical models when analysing passive acoustic monitoring data to provide population-level habitat selection metrics and incorporate individual-level variability in selection, both of which are necessary to inform targeted management and conservation practices.|Exploring habitat selection in sea snakes using passive acoustic monitoring and Bayesian hierarchical models|http://www.jstor.org/stable/24896891|24896891|2016-03-21|2016|['eng']|['Biological sciences - Ecology']|['Ecology & Evolutionary Biology', 'Aquatic Sciences', 'Science & Mathematics', 'Biological Sciences']
This article reviews the principle of minimum description length (MDL) for problems of model selection. By viewing statistical modeling as a means of generating descriptions of observed data, the MDL framework discriminates between competing models based on the complexity of each description. This approach began with Kolmogorov's theory of algorithmic complexity, matured in the literature on information theory, and has recently received renewed attention within the statistics community. Here we review both the practical and the theoretical aspects of MDL as a tool for model selection, emphasizing the rich connections between information theory and statistics. At the boundary between these two disciplines we find many interesting interpretations of popular frequentist and Bayesian procedures. As we show, MDL provides an objective umbrella under which rather disparate approaches to statistical modeling can coexist and be compared. We illustrate the MDL principle by considering problems in regression, nonparametric curve estimation, cluster analysis, and time series analysis. Because model selection in linear regression is an extremely common problem that arises in many applications, we present detailed derivations of several MDL criteria in this context and discuss their properties through a number of examples. Our emphasis is on the practical application of MDL, and hence we make extensive use of real datasets. In writing this review, we tried to make the descriptive philosophy of MDL natural to a statistics audience by examining classical problems in model selection. In the engineering literature, however, MDL is being applied to ever more exotic modeling situations. As a principle for statistical modeling in general, one strength of MDL is that it can be intuitively extended to provide useful tools for new problems.|Model Selection and the Principle of Minimum Description Length|http://www.jstor.org/stable/2670311|2670311|2001-06-01|2001|['eng']|['Mathematics - Mathematical logic']|['Science & Mathematics', 'Statistics']
We demonstrate and critique the new Bayesian inference package Infer.NET in terms of its capacity for statistical analyses. Infer.NET differs from the well-known BUGS Bayesian inference packages in that its main engine is the variational Bayes family of deterministic approximation algorithms rather than Markov chain Monte Carlo. The underlying rationale is that such deterministic algorithms can handle bigger problems due to their increased speed, despite some loss of accuracy. We find that Infer.NET is a well-designed computational framework and offers significant speed advantages over BUGS. Nevertheless, the current release is limited in terms of the breadth of models it can handle, and its inference is sometimes inaccurate. Supplemental materials accompany the online version of this article.|Using Infer.NET for Statistical Analyses|http://www.jstor.org/stable/23020505|23020505|2011-05-01|2011|['eng']|['Information science - Coding theory', 'Applied sciences - Engineering']|['Science & Mathematics', 'Statistics']
When assessing system reliability using system, subsystem, and component-level data, assumptions are required about the form of the system structure in order to utilize the lower-level data. We consider model forms which allow for the assessment and modeling of possible discrepancies between reliability estimates based on different levels of data. By understanding these potential conflicts between data, we can more realistically represent the true uncertainty of the estimates and gain understanding about inconsistencies which might guide further improvements to the system model. The new methodology is illustrated with several examples.|Reliability Models for Almost-Series and Almost-Parallel Systems|http://www.jstor.org/stable/27867221|27867221|2010-05-01|2010|['eng']|['Physical sciences - Astronomy']|['Science & Mathematics', 'Statistics']
This study finds that the set of policies that favor liberalization in credit markets (regulatory quality) are negatively correlated with countries' resilience to the recent recession as measured by output growth in 2008 and 2009. The Global nature of the recession and the cross-country heterogeneity of its depth provide a unique opportunity to examine the link between the structural characteristics of economic and social systems before and after the crisis.|Market Freedom and the Global Recession|http://www.jstor.org/stable/41290954|41290954|2011-01-01|2011|['eng']|['Economics - Economic disciplines']|['Business & Economics', 'Business', 'Economics']
"Agricultural expansion is the largest threat to global biodiversity. In particular, the rapid spread of tree plantations is a primary driver of deforestation in hyperdiverse tropical regions. Plantations tend to support considerably lower biodiversity than native forest, but it remains unclear whether plantation traits affect their ability to sustain native wildlife populations, particularly for threatened taxa. If animal diversity varies across plantations with different characteristics, these traits could be manipulated to make plantations more ""wildlife friendly."" The degree to which plantations create edge effects that degrade habitat quality in adjacent forest also remains unclear, limiting our ability to predict wildlife persistence in mixed-use landscapes. We used systematic camera trapping to investigate mammal occurrence and diversity in oil palm plantations and adjacent forest in Sabah, Malaysian Borneo. Mammals within plantations were largely constrained to locations near native forest; the occurrence of most species and overall species richness declined abruptly with decreasing forest proximity from an estimated 14 species at the forest ecotone to ∼1 species 2 km into the plantation. Neither tree height nor canopy cover within plantations strongly affected mammal diversity or occurrence, suggesting that manipulating tree spacing or planting cycles might not make plantations more wildlife friendly. Plantations did not appear to generate strong edge effects; mammal richness within forest remained high and consistent up to the plantation ecotone. Our results suggest that land-sparing strategies, as opposed to efforts to make plantations more wildlife-friendly, are required for regional wildlife conservation in biodiverse tropical ecosystems."|Oil palm plantations fail to support mammal diversity|http://www.jstor.org/stable/24700694|24700694|2015-12-01|2015|['eng']|['Biological sciences - Ecology', 'Biological sciences - Biogeography', 'Physical sciences - Earth sciences']|['Ecology & Evolutionary Biology', 'Science & Mathematics', 'Biological Sciences']
The problem of estimating the mean of a multivariate normal distribution when the parameter space allows an orthogonal decomposition is discussed. Risk functions and lower bounds for a class of shrinkage estimators that includes Stein's estimator are derived, and an improvement on Stein's estimator that takes advantage of the orthogonal decomposition is introduced. Uniform asymptotics related to Pinsker's minimax risk is derived and we give conditions for attaining the lower risk bound. Special cases including regression and analysis of variance are discussed.|Shrinkage and Orthogonal Decomposition|http://www.jstor.org/stable/4616537|4616537|1999-03-01|1999|['eng']|['Mathematics - Mathematical logic']|['Science & Mathematics', 'Statistics']
We examine box-office sales in the context of a market share model. This is accomplished by developing a combination of a sliding-window logit model and a gamma diffusion pattern in a hierarchical Bayes framework. We show that accounting for the full choice set available every week not only increases the fit of weekly movie sales but also leads to parameter estimates that depict a richer picture of the movie industry. We show that movie studios appear to have a good understanding of the products they produce, knowing when to support them and when not to. We also show that the effect of the number of opening week screens is overestimated in traditional models. Our research indicates that actors have a direct and directors an indirect effect on consumers' movie choice. Releasing a movie contemporaneously with other movies of the same genre adversely affects box-office performance all around. Releasing a movie against movies of the same Motion Picture Association of America (MPAA) rating hurts its sales in the beginning, but there is a displacement effect, which leads to a less severe sales loss in the long run.|Modeling Movie Life Cycles and Market Share|http://www.jstor.org/stable/40056978|40056978|2005-07-01|2005|['eng']|['Information science - Informetrics', 'Information science - Data products']|['Marketing & Advertising', 'Business & Economics', 'Business']
